Restaurant ID,Restaurant Name,City,Locality,Cuisines,Aggregate rating,Votes,Price range,Average Cost for two,Has Table booking,Has Online delivery,content_features
17303655,Bar Gernika Basque Pub & Eatery,Boise,Boise,"European, Spanish",4.3,303,1,10,No,No,European  Spanish Boise Boise Price1 TableBooking_No Delivery_No
17304691,Barbacoa Restaurant,Boise,Boise,"Latin American, Steak",4.1,538,4,70,No,No,Latin American  Steak Boise Boise Price4 TableBooking_No Delivery_No
17303478,Big Jud's,Boise,Boise,"American, Burger, Sandwich",4.2,334,1,10,No,No,American  Burger  Sandwich Boise Boise Price1 TableBooking_No Delivery_No
17303480,Bittercreek Ale House,Boise,Boise,"American, Bar Food",4.3,555,2,25,No,No,American  Bar Food Boise Boise Price2 TableBooking_No Delivery_No
17304733,Boise Fry Company,Boise,Boise,"American, Burger",4.4,823,1,10,No,No,American  Burger Boise Boise Price1 TableBooking_No Delivery_No
17303646,Flying Pie Pizzaria,Boise,Boise,Pizza,4.1,550,2,25,No,No,Pizza Boise Boise Price2 TableBooking_No Delivery_No
17304929,Fork,Boise,Boise,"American, Burger",4.4,650,2,25,No,No,American  Burger Boise Boise Price2 TableBooking_No Delivery_No
17303684,Guido's Original New York Style Pizza,Boise,Boise,Pizza,4.3,410,1,10,No,No,Pizza Boise Boise Price1 TableBooking_No Delivery_No
17303772,Los Beto's,Boise,Boise,Mexican,4.4,660,1,10,No,No,Mexican Boise Boise Price1 TableBooking_No Delivery_No
17305123,Lucianos Italian Restaurant,Boise,Boise,"Italian, Seafood, Vegetarian",4.4,360,2,25,No,No,Italian  Seafood  Vegetarian Boise Boise Price2 TableBooking_No Delivery_No
17303787,Mai Thai Restaurant,Boise,Boise,"Sushi, Thai",4.0,340,3,40,No,No,Sushi  Thai Boise Boise Price3 TableBooking_No Delivery_No
17303990,Shige Japanese Cuisine,Boise,Boise,"Japanese, Sushi, Teriyaki",4.1,393,2,25,No,No,Japanese  Sushi  Teriyaki Boise Boise Price2 TableBooking_No Delivery_No
17304741,The Egg Factory,Boise,Boise,Breakfast,4.3,422,1,10,No,No,Breakfast Boise Boise Price1 TableBooking_No Delivery_No
17304726,Tucanos,Boise,Boise,Brazilian,4.0,435,3,40,No,No,Brazilian Boise Boise Price3 TableBooking_No Delivery_No
17304486,Texas Roadhouse,Boise,Meridian,"American, BBQ, Steak",4.0,369,2,25,No,No,American  BBQ  Steak Boise Meridian Price2 TableBooking_No Delivery_No
17304533,Brick 29,Boise,Nampa,American,4.4,487,3,40,No,No,American Boise Nampa Price3 TableBooking_No Delivery_No
17316233,Winifreds,Cedar Rapids/Iowa City,Cedar Rapids,"American, Mediterranean, Seafood",3.7,98,3,40,No,No,American  Mediterranean  Seafood CedarRapids/IowaCity CedarRapids Price3 TableBooking_No Delivery_No
17315883,Biaggi's Ristorante Italiano,Cedar Rapids/Iowa City,Cedar Rapids,"Italian, Pizza",4.1,365,3,40,No,No,Italian  Pizza CedarRapids/IowaCity CedarRapids Price3 TableBooking_No Delivery_No
17315995,El Super Burrito,Cedar Rapids/Iowa City,Cedar Rapids,Mexican,4.1,190,1,10,No,No,Mexican CedarRapids/IowaCity CedarRapids Price1 TableBooking_No Delivery_No
17316018,Granite City Food & Brewery,Cedar Rapids/Iowa City,Cedar Rapids,"American, Breakfast, Burger",4.1,429,3,40,No,No,American  Breakfast  Burger CedarRapids/IowaCity CedarRapids Price3 TableBooking_No Delivery_No
17316038,Irish Democrat,Cedar Rapids/Iowa City,Cedar Rapids,"American, BBQ, Burger",4.4,430,2,25,No,No,American  BBQ  Burger CedarRapids/IowaCity CedarRapids Price2 TableBooking_No Delivery_No
17316771,Taste of India,Cedar Rapids/Iowa City,Cedar Rapids,Indian,4.2,186,2,25,No,No,Indian CedarRapids/IowaCity CedarRapids Price2 TableBooking_No Delivery_No
17316201,Thai Moon Restaurant,Cedar Rapids/Iowa City,Cedar Rapids,"Chinese, Sushi, Thai",4.2,220,1,10,No,No,Chinese  Sushi  Thai CedarRapids/IowaCity CedarRapids Price1 TableBooking_No Delivery_No
17316208,Ting's Red Lantern,Cedar Rapids/Iowa City,Cedar Rapids,Chinese,4.2,347,1,10,No,No,Chinese CedarRapids/IowaCity CedarRapids Price1 TableBooking_No Delivery_No
17316389,Monica's,Cedar Rapids/Iowa City,Coralville,"American, Italian, Pizza",3.8,161,2,25,No,No,American  Italian  Pizza CedarRapids/IowaCity Coralville Price2 TableBooking_No Delivery_No
17316278,Exotic India,Cedar Rapids/Iowa City,Coralville,Indian,4.1,160,2,25,No,No,Indian CedarRapids/IowaCity Coralville Price2 TableBooking_No Delivery_No
17316744,Shorts Burger and Shine,Cedar Rapids/Iowa City,Iowa City,Burger,4.9,820,1,10,No,No,Burger CedarRapids/IowaCity IowaCity Price1 TableBooking_No Delivery_No
17316751,The Hamburg Inn No. 2 Inc.,Cedar Rapids/Iowa City,Iowa City,"American, Breakfast, Burger",4.5,488,1,10,No,No,American  Breakfast  Burger CedarRapids/IowaCity IowaCity Price1 TableBooking_No Delivery_No
17316766,Bluebird Diner,Cedar Rapids/Iowa City,Iowa City,"Breakfast, Diner",3.6,253,2,25,No,No,Breakfast  Diner CedarRapids/IowaCity IowaCity Price2 TableBooking_No Delivery_No
17316743,Graze,Cedar Rapids/Iowa City,Iowa City,"American, International, Sushi",3.8,220,3,40,No,No,American  International  Sushi CedarRapids/IowaCity IowaCity Price3 TableBooking_No Delivery_No
17316374,A & A Pagliai's Pizza,Cedar Rapids/Iowa City,Iowa City,Pizza,4.3,485,2,25,No,No,Pizza CedarRapids/IowaCity IowaCity Price2 TableBooking_No Delivery_No
17316381,Atlas World Grill,Cedar Rapids/Iowa City,Iowa City,International,4.3,428,3,40,No,No,International CedarRapids/IowaCity IowaCity Price3 TableBooking_No Delivery_No
17316802,BlackStone,Cedar Rapids/Iowa City,Iowa City,"American, Breakfast",4.1,294,2,25,No,No,American  Breakfast CedarRapids/IowaCity IowaCity Price2 TableBooking_No Delivery_No
17316416,Devotay,Cedar Rapids/Iowa City,Iowa City,"Mediterranean, Tapas, Vegetarian",4.0,380,3,40,No,No,Mediterranean  Tapas  Vegetarian CedarRapids/IowaCity IowaCity Price3 TableBooking_No Delivery_No
17316449,Jimmy Jack's Rib Shack,Cedar Rapids/Iowa City,Iowa City,BBQ,4.2,259,2,25,No,No,BBQ CedarRapids/IowaCity IowaCity Price2 TableBooking_No Delivery_No
17316603,Zoeys Pizzeria,Cedar Rapids/Iowa City,Marion,"Pizza, Sandwich",4.7,433,2,25,No,No,Pizza  Sandwich CedarRapids/IowaCity Marion Price2 TableBooking_No Delivery_No
16659169,Tokyo Sushi,Chatham-Kent,Chatham-Kent,"Japanese, Sushi",3.7,176,2,25,No,No,Japanese  Sushi Chatham-Kent Chatham-Kent Price2 TableBooking_No Delivery_No
17558684,Berry Patch Restaurant,Clatskanie,Clatskanie,"American, Breakfast, Desserts",4.3,96,1,10,No,No,American  Breakfast  Desserts Clatskanie Clatskanie Price1 TableBooking_No Delivery_No
18366580,Sakura Sushi & Grill,Cochrane,Cochrane,"Asian, Japanese",3.1,6,2,25,No,No,Asian  Japanese Cochrane Cochrane Price2 TableBooking_No Delivery_No
17330755,Uptown Vietnam cuisine,Columbus,Columbus,"Asian, Vietnamese",3.3,33,1,10,No,No,Asian  Vietnamese Columbus Columbus Price1 TableBooking_No Delivery_No
17330611,Cafe Le Rue @ The Landings,Columbus,Columbus,"American, Seafood, Cajun",4.6,489,2,25,No,No,American  Seafood  Cajun Columbus Columbus Price2 TableBooking_No Delivery_No
17330609,Mark's City Grille,Columbus,Columbus,American,4.5,345,2,25,No,No,American Columbus Columbus Price2 TableBooking_No Delivery_No
17330024,B Merrell's,Columbus,Columbus,"Burger, Bar Food, Southern",3.8,149,2,25,No,No,Burger  Bar Food  Southern Columbus Columbus Price2 TableBooking_No Delivery_No
17330074,Cannon Brewpub,Columbus,Columbus,"Pizza, Bar Food",3.9,330,2,25,No,No,Pizza  Bar Food Columbus Columbus Price2 TableBooking_No Delivery_No
17330185,Fuji Japanese Steak House,Columbus,Columbus,"Japanese, Steak",3.9,247,3,40,No,No,Japanese  Steak Columbus Columbus Price3 TableBooking_No Delivery_No
17330397,Ruth Ann's Family Restaurant,Columbus,Columbus,"Breakfast, Diner, Southern",3.7,123,1,10,No,No,Breakfast  Diner  Southern Columbus Columbus Price1 TableBooking_No Delivery_No
17330735,Samurai Japanese Cuisine & Sushi Bar,Columbus,Columbus,"Japanese, Steak, Sushi",3.6,109,3,40,No,No,Japanese  Steak  Sushi Columbus Columbus Price3 TableBooking_No Delivery_No
17330676,Wasabi Sushi and Thai,Columbus,Columbus,"Japanese, Sushi, Thai",3.7,134,3,40,No,No,Japanese  Sushi  Thai Columbus Columbus Price3 TableBooking_No Delivery_No
17330048,Buckhead Bar and Grill,Columbus,Columbus,"Seafood, Steak, Vegetarian",4.2,722,3,40,No,No,Seafood  Steak  Vegetarian Columbus Columbus Price3 TableBooking_No Delivery_No
17330604,Burt's Butcher Shoppe and Eatery,Columbus,Columbus,Steak,4.3,213,2,25,No,No,Steak Columbus Columbus Price2 TableBooking_No Delivery_No
17330087,Chef Lee's Peking Restaurant,Columbus,Columbus,Chinese,4.0,335,2,25,No,No,Chinese Columbus Columbus Price2 TableBooking_No Delivery_No
17330137,Country's Barbecue,Columbus,Columbus,"BBQ, Southern",4.0,353,2,25,No,No,BBQ  Southern Columbus Columbus Price2 TableBooking_No Delivery_No
17330155,Deorio's,Columbus,Columbus,"Italian, Pizza",4.0,170,1,0,No,No,Italian  Pizza Columbus Columbus Price1 TableBooking_No Delivery_No
17330309,Mellow Mushroom,Columbus,Columbus,Pizza,4.1,192,2,25,No,No,Pizza Columbus Columbus Price2 TableBooking_No Delivery_No
17330311,Meritage,Columbus,Columbus,"American, Tapas",4.1,302,3,40,No,No,American  Tapas Columbus Columbus Price3 TableBooking_No Delivery_No
17330615,Mongo The Mongolian Fire Pit,Columbus,Columbus,"Asian, Chinese",4.2,355,1,10,No,No,Asian  Chinese Columbus Columbus Price1 TableBooking_No Delivery_No
17330638,The Black Cow,Columbus,Columbus,American,4.3,287,2,25,No,No,American Columbus Columbus Price2 TableBooking_No Delivery_No
17330628,Wood Stone,Columbus,Columbus,"Italian, Mediterranean, Pizza",4.0,264,3,40,No,No,Italian  Mediterranean  Pizza Columbus Columbus Price3 TableBooking_No Delivery_No
17330546,Hunter's Pub,Columbus,Hamilton,"American, Seafood, Steak",4.4,235,3,40,No,No,American  Seafood  Steak Columbus Hamilton Price3 TableBooking_No Delivery_No
16643459,Consort Restaurant,Consort,Consort,"Chinese, Canadian",3.0,6,2,25,No,No,Chinese  Canadian Consort Consort Price2 TableBooking_No Delivery_No
17334434,Thatcher's Barbeque and Grill,Dalton,Calhoun,"American, BBQ, Southern",3.7,38,2,25,No,No,American  BBQ  Southern Dalton Calhoun Price2 TableBooking_No Delivery_No
17334348,Christian and Jake's Bistro,Dalton,Calhoun,"Desserts, Sandwich",4.4,122,1,10,No,No,Desserts  Sandwich Dalton Calhoun Price1 TableBooking_No Delivery_No
17334213,Dub's High on the Hog,Dalton,Calhoun,BBQ,4.4,207,2,25,No,No,BBQ Dalton Calhoun Price2 TableBooking_No Delivery_No
17334355,Sierra's Mexican Restaurant,Dalton,Chatsworth,"Mexican, Tex-Mex",3.9,66,1,10,No,No,Mexican  Tex-Mex Dalton Chatsworth Price1 TableBooking_No Delivery_No
17334212,Oakwood Cafe,Dalton,Dalton,"BBQ, Breakfast, Southern",4.9,249,1,10,No,No,BBQ  Breakfast  Southern Dalton Dalton Price1 TableBooking_No Delivery_No
17333797,Chili's Grill & Bar,Dalton,Dalton,American,3.8,63,2,25,No,No,American Dalton Dalton Price2 TableBooking_No Delivery_No
17334217,Fuji Japanese Steakhouse,Dalton,Dalton,"Japanese, Sushi",3.8,145,3,40,No,No,Japanese  Sushi Dalton Dalton Price3 TableBooking_No Delivery_No
17334273,Las Palmas,Dalton,Dalton,Mexican,3.8,83,1,10,No,No,Mexican Dalton Dalton Price1 TableBooking_No Delivery_No
17334254,Tony's Italian Restaurant & Pizza,Dalton,Dalton,Italian,3.7,116,2,25,No,No,Italian Dalton Dalton Price2 TableBooking_No Delivery_No
17333836,Filling Station,Dalton,Dalton,"American, Burger",4.1,122,1,10,No,No,American  Burger Dalton Dalton Price1 TableBooking_No Delivery_No
17334197,Five Guys Burgers and Fries,Dalton,Dalton,Fast Food,4.1,142,1,10,No,No,Fast Food Dalton Dalton Price1 TableBooking_No Delivery_No
17333882,Los Pablos,Dalton,Dalton,Mexican,4.1,114,1,10,No,No,Mexican Dalton Dalton Price1 TableBooking_No Delivery_No
17334211,Kobe Hibachi & Sushi,Dalton,Fort Oglethorpe,"American, Japanese, Sushi",4.6,214,2,25,No,No,American  Japanese  Sushi Dalton FortOglethorpe Price2 TableBooking_No Delivery_No
17334390,Soho Hibachi,Dalton,Fort Oglethorpe,Japanese,4.3,116,1,10,No,No,Japanese Dalton FortOglethorpe Price1 TableBooking_No Delivery_No
17334034,Thai Garden,Dalton,Fort Oglethorpe,Thai,4.2,111,2,25,No,No,Thai Dalton FortOglethorpe Price2 TableBooking_No Delivery_No
17334414,Southern Bliss Bakery,Dalton,LaFayette,"Desserts, Sandwich",3.7,25,1,10,No,No,Desserts  Sandwich Dalton LaFayette Price1 TableBooking_No Delivery_No
17334082,Bailey's Bar-B-Que,Dalton,Ringgold,BBQ,4.1,128,1,10,No,No,BBQ Dalton Ringgold Price1 TableBooking_No Delivery_No
17334364,Farm To Fork,Dalton,Ringgold,"American, Diner, Southern",4.3,244,1,10,No,No,American  Diner  Southern Dalton Ringgold Price1 TableBooking_No Delivery_No
17334398,Home Plate Grill,Dalton,Ringgold,"American, BBQ, Southern",4.2,112,1,10,No,No,American  BBQ  Southern Dalton Ringgold Price1 TableBooking_No Delivery_No
17334219,Pie Slingers Pizzeria,Dalton,Rock Spring,"Italian, Pizza",4.1,144,1,10,No,No,Italian  Pizza Dalton RockSpring Price1 TableBooking_No Delivery_No
17335173,Olive Tree Cafe,Davenport,Bettendorf,"Indian, Mediterranean, Middle Eastern",4.6,166,2,25,No,No,Indian  Mediterranean  Middle Eastern Davenport Bettendorf Price2 TableBooking_No Delivery_No
17335195,"Red Ginger Sushi, Grill & Bar",Davenport,Bettendorf,"Sushi, Teriyaki",4.5,208,3,40,No,No,Sushi  Teriyaki Davenport Bettendorf Price3 TableBooking_No Delivery_No
17335225,Crust Stone Oven Pizza,Davenport,Bettendorf,"Burger, Pizza",3.9,136,2,25,No,No,Burger  Pizza Davenport Bettendorf Price2 TableBooking_No Delivery_No
17335219,Jimmy's Pancake House,Davenport,Bettendorf,"American, Breakfast, Greek",4.0,85,1,10,No,No,American  Breakfast  Greek Davenport Bettendorf Price1 TableBooking_No Delivery_No
17334965,Trattoria Tiramisu,Davenport,Bettendorf,Italian,4.1,117,2,25,No,No,Italian Davenport Bettendorf Price2 TableBooking_No Delivery_No
17335189,Prairie Grille at SteepleGate Inn,Davenport,Davenport,"American, Breakfast",3.4,53,2,25,No,No,American  Breakfast Davenport Davenport Price2 TableBooking_No Delivery_No
17335156,Tantra Asian Bistro,Davenport,Davenport,Asian,4.9,474,2,25,No,No,Asian Davenport Davenport Price2 TableBooking_No Delivery_No
17334717,Chick-fil-A,Davenport,Davenport,Fast Food,3.9,125,1,10,No,No,Fast Food Davenport Davenport Price1 TableBooking_No Delivery_No
17334752,Duck City Bistro,Davenport,Davenport,"American, French",3.7,201,4,70,No,No,American  French Davenport Davenport Price4 TableBooking_No Delivery_No
18453427,Frick's Tap,Davenport,Davenport,"American, Bar Food, BBQ",0.0,2,2,25,No,No,American  Bar Food  BBQ Davenport Davenport Price2 TableBooking_No Delivery_No
17793744,Los Agaves,Davenport,Davenport,Mexican,0.0,3,2,25,No,No,Mexican Davenport Davenport Price2 TableBooking_No Delivery_No
17334679,Azteca,Davenport,Davenport,Mexican,4.3,167,1,0,No,No,Mexican Davenport Davenport Price1 TableBooking_No Delivery_No
17334718,China Cafe,Davenport,Davenport,Chinese,4.0,112,2,25,No,No,Chinese Davenport Davenport Price2 TableBooking_No Delivery_No
17334763,Exotic Thai Restaurant,Davenport,Davenport,Thai,4.1,256,2,25,No,No,Thai Davenport Davenport Price2 TableBooking_No Delivery_No
17335158,Front Street Brewery,Davenport,Davenport,American,4.3,123,1,10,No,No,American Davenport Davenport Price1 TableBooking_No Delivery_No
17334782,Granite City Food & Brewery,Davenport,Davenport,American,4.0,199,2,25,No,No,American Davenport Davenport Price2 TableBooking_No Delivery_No
17334846,Los Agaves,Davenport,Davenport,Mexican,4.1,157,2,25,No,No,Mexican Davenport Davenport Price2 TableBooking_No Delivery_No
17334853,Machine Shed Restaurant,Davenport,Davenport,American,4.1,100,2,25,No,No,American Davenport Davenport Price2 TableBooking_No Delivery_No
17335168,Osaka,Davenport,Davenport,"Japanese, Sushi",4.2,141,3,40,No,No,Japanese  Sushi Davenport Davenport Price3 TableBooking_No Delivery_No
17334958,Texas Roadhouse,Davenport,Davenport,"American, BBQ, Steak",4.2,197,2,25,No,No,American  BBQ  Steak Davenport Davenport Price2 TableBooking_No Delivery_No
17258496,Hickory Park,Des Moines,Ames,"BBQ, Burger, Desserts",4.5,1025,2,25,No,No,BBQ  Burger  Desserts DesMoines Ames Price2 TableBooking_No Delivery_No
17259395,The Cafe,Des Moines,Ames,"American, Coffee and Tea",4.9,570,2,25,No,No,American  Coffee and Tea DesMoines Ames Price2 TableBooking_No Delivery_No
17258350,Flying Mango,Des Moines,Beaverdale,"BBQ, Caribbean, Cajun",4.5,674,3,40,No,No,BBQ  Caribbean  Cajun DesMoines Beaverdale Price3 TableBooking_No Delivery_No
17258136,Cool Basil,Des Moines,Clive,"Asian, Sushi, Thai",4.1,496,2,25,No,No,Asian  Sushi  Thai DesMoines Clive Price2 TableBooking_No Delivery_No
17258522,HuHot Mongolian Grill,Des Moines,Clive,"Asian, Chinese",4.0,411,2,25,No,No,Asian  Chinese DesMoines Clive Price2 TableBooking_No Delivery_No
17259958,Malo,Des Moines,Downtown,"Latin American, Mexican",3.2,113,2,25,No,No,Latin American  Mexican DesMoines Downtown Price2 TableBooking_No Delivery_No
17258036,Centro,Des Moines,Downtown,"Italian, Pizza",4.5,1109,3,40,No,No,Italian  Pizza DesMoines Downtown Price3 TableBooking_No Delivery_No
17259368,Fong's Pizza,Des Moines,Downtown,"Chinese, Pizza",4.6,728,2,25,No,No,Chinese  Pizza DesMoines Downtown Price2 TableBooking_No Delivery_No
17257684,A Dong Restaurant,Des Moines,Downtown,"Asian, Vegetarian, Vietnamese, Bubble Tea",4.4,659,1,10,No,No,Asian  Vegetarian  Vietnamese  Bubble Tea DesMoines Downtown Price1 TableBooking_No Delivery_No
17258154,Court Avenue Brewing Company,Des Moines,Downtown,"American, Pizza, Bar Food",4.2,370,3,40,No,No,American  Pizza  Bar Food DesMoines Downtown Price3 TableBooking_No Delivery_No
17259340,Django,Des Moines,Downtown,French,4.3,532,3,40,No,No,French DesMoines Downtown Price3 TableBooking_No Delivery_No
17259243,Miyabi 9,Des Moines,East Village,"Japanese, Sushi",4.8,860,2,25,No,No,Japanese  Sushi DesMoines EastVillage Price2 TableBooking_No Delivery_No
17259625,Zombie Burger + Drink Lab,Des Moines,East Village,"Burger, Desserts, Vegetarian",4.2,943,1,10,No,No,Burger  Desserts  Vegetarian DesMoines EastVillage Price1 TableBooking_No Delivery_No
17259169,Tursi's Latin King,Des Moines,Fairground,"American, Italian",4.1,476,4,70,No,No,American  Italian DesMoines Fairground Price4 TableBooking_No Delivery_No
17259166,Tsing Tsao South,Des Moines,Greater South Side,Chinese,4.1,218,1,10,No,No,Chinese DesMoines GreaterSouthSide Price1 TableBooking_No Delivery_No
17259335,Bandit Burrito,Des Moines,Johnston,"Breakfast, Mexican, Southwestern",4.0,214,1,10,No,No,Breakfast  Mexican  Southwestern DesMoines Johnston Price1 TableBooking_No Delivery_No
17259248,Jethro's BBQ,Des Moines,Kingman Place Historic District,"American, BBQ",4.3,699,2,25,No,No,American  BBQ DesMoines KingmanPlaceHistoricDistrict Price2 TableBooking_No Delivery_No
17258552,The Machine Shed Restaurant,Des Moines,Urbandale,"American, Breakfast",3.8,308,2,25,No,No,American  Breakfast DesMoines Urbandale Price2 TableBooking_No Delivery_No
17259550,Mi Patria,Des Moines,West Des Moines,Latin American,4.0,157,2,25,No,No,Latin American DesMoines WestDesMoines Price2 TableBooking_No Delivery_No
17259200,Waterfront Seafood Market,Des Moines,West Des Moines,"Seafood, Sushi",4.2,530,3,40,No,No,Seafood  Sushi DesMoines WestDesMoines Price3 TableBooking_No Delivery_No
16615894,The Giggling Goat,Dicky Beach,Dicky Beach,"Coffee and Tea, Tea, Modern Australian",3.6,29,1,7,No,No,Coffee and Tea  Tea  Modern Australian DickyBeach DickyBeach Price1 TableBooking_No Delivery_No
17342816,Burnt Toast Cafe,Dubuque,Dubuque,Breakfast,3.4,33,1,10,No,No,Breakfast Dubuque Dubuque Price1 TableBooking_No Delivery_No
17342498,Catfish Charlie's,Dubuque,Dubuque,Seafood,3.3,40,2,25,No,No,Seafood Dubuque Dubuque Price2 TableBooking_No Delivery_No
17342648,Salsa's Mexican Restaurant,Dubuque,Dubuque,Mexican,3.4,153,1,10,No,No,Mexican Dubuque Dubuque Price1 TableBooking_No Delivery_No
17342781,Tony Roma's,Dubuque,Dubuque,"American, BBQ, Seafood",3.3,65,2,25,No,No,American  BBQ  Seafood Dubuque Dubuque Price2 TableBooking_No Delivery_No
17342799,Vinny Vanucchi's,Dubuque,Dubuque,Italian,3.4,58,2,25,No,No,Italian Dubuque Dubuque Price2 TableBooking_No Delivery_No
17342772,Champps Americana,Dubuque,Dubuque,"American, Burger, Sandwich",3.5,100,2,25,No,No,American  Burger  Sandwich Dubuque Dubuque Price2 TableBooking_No Delivery_No
17342771,Fiesta Cancun,Dubuque,Dubuque,Mexican,3.6,156,1,10,No,No,Mexican Dubuque Dubuque Price1 TableBooking_No Delivery_No
17342548,Happy Joe's Pizza & Ice Cream,Dubuque,Dubuque,"Desserts, Pizza, Ice Cream",3.5,74,1,0,No,No,Desserts  Pizza  Ice Cream Dubuque Dubuque Price1 TableBooking_No Delivery_No
17342556,Houlihan's,Dubuque,Dubuque,"American, Burger",3.6,117,2,25,No,No,American  Burger Dubuque Dubuque Price2 TableBooking_No Delivery_No
